"sample.depths","sample.ages","Acer.negundo","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Brassicaceae.undiff.","Cupressaceae","Cyperaceae","Fraxinus.nigra.type","Poaceae.undiff.","Iva.xanthifolia.type","Fabaceae.undiff.","Asteraceae.subf..Cichorioideae","Liliaceae.undiff.","Picea","Pinus.undiff.","Platanus","Populus.tremuloides.type","Quercus","Salix","Salsola","Sarcobatus.vermiculatus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Xanthium","Rosaceae.undiff.","Asteraceae.tribe.Cynareae","Humulus","Dalea.candida","Fraxinus.pennsylvanica","Ceanothus","Iva.annua.type","Ostrya.Carpinus","Rumex","Symphoricarpos.type","Pinus.subg..Strobus.undiff.","Juglans.cinerea","Dalea.purpurea.type","Pinus.subg..Pinus","Thalictrum","Urtica.type","Triticum.type","Plantago.major.type","Abies","Apiaceae","Zea.mays","Avena.type","Brassica","Acer.saccharum","Plantago.undiff.","Polygonum.aviculare.type","Avena.Triticum","Cerealia.undiff.","Secale.type","Ranunculaceae..tricolpate..undiff.","Amorpha.type","Fraxinus.undiff.","Larix","Acer.saccharinum","Allium","Lycopus.type","Euphorbia","Fagus","Juglans.nigra","Celtis","Tilia","Carya","Pinaceae..vesiculate..undiff.","Populus.balsamifera.type","Vitis","Ranunculaceae..pericolpate.","Zigadenus","Polygonum.bistortoides.type","Pediomelum.type","Cephalanthus","Ephedra.trifurca.type","Acer.rubrum","Juglans.undiff.","Ranunculaceae.undiff.","Sphaeralcea","Pinaceae.undiff.","Pinus.edulis.type","Anemone.canadensis.type","Parthenocissus","Caryophyllaceae.undiff.","Viburnum.lentago","Prunus.type","Phlox","Galium","Gaura","Stellaria","Tsuga","Morus","Polygonum.lapathifolium.type","Shepherdia.canadensis","Ephedra.viridis.type","Shepherdia.argentea","Tidestromia.type","Dalea.undiff.","Rhus","Polygonum.amphibium","cf..Parnassia","Campanula.rotundifolia.type","Amelanchier.type","Ericaceae","Sanguisorba"
1475.3,631,0,0.016597510373444,0.0033195020746888,0.112863070539419,0.24896265560166,0.0182572614107884,0.0315352697095436,0,0.0033195020746888,0.0033195020746888,0.0813278008298755,0.0033195020746888,0.204149377593361,0.0116182572614108,0,0,0,0.0190871369294606,0.0680497925311203,0.0016597510373444,0,0.0199170124481328,0.00663900414937759,0,0,0.0879668049792531,0.00663900414937759,0.00995850622406639,0,0,0,0.0016597510373444,0.00663900414937759,0,0,0.0033195020746888,0,0,0.0016597510373444,0,0.0016597510373444,0.00829875518672199,0,0,0,0,0.00663900414937759,0,0,0,0,0.0016597510373444,0,0,0,0,0,0,0,0,0,0.0016597510373444,0.0033195020746888,0,0,0.0016597510373444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033195020746888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1483.8,659,0.00684931506849315,0.0273972602739726,0,0.0981735159817352,0.319634703196347,0.0159817351598174,0.045662100456621,0.0045662100456621,0,0,0.0684931506849315,0,0.141552511415525,0.0114155251141553,0,0,0,0.00228310502283105,0.101598173515982,0,0,0.0228310502283105,0.00684931506849315,0,0,0.067351598173516,0.0136986301369863,0.00684931506849315,0.00228310502283105,0,0,0,0,0,0.0091324200913242,0,0,0,0,0,0.0045662100456621,0.00228310502283105,0.00228310502283105,0,0,0,0,0,0,0,0,0,0.00228310502283105,0.0045662100456621,0,0,0,0.00228310502283105,0,0,0,0,0,0.00228310502283105,0,0,0,0,0,0,0.00228310502283105,0,0,0.00228310502283105,0,0,0,0,0,0,0,0,0.00228310502283105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492.3,687,0.00212314225053079,0.0233545647558386,0.0106157112526539,0.029723991507431,0.250530785562633,0.0169851380042463,0.0233545647558386,0.00212314225053079,0.00424628450106157,0,0.110403397027601,0.00849256900212314,0.267515923566879,0.00212314225053079,0,0,0,0.0329087048832272,0.054140127388535,0.00424628450106157,0.00424628450106157,0.0318471337579618,0.0127388535031847,0,0.00212314225053079,0.0467091295116773,0.0127388535031847,0.00212314225053079,0.00212314225053079,0,0.00212314225053079,0,0,0,0,0.0127388535031847,0,0,0.00212314225053079,0,0.00424628450106157,0.00424628450106157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212314225053079,0,0,0,0,0,0,0,0,0,0,0,0.00212314225053079,0.00424628450106157,0,0.00212314225053079,0,0,0,0,0.00212314225053079,0,0,0,0,0.00424628450106157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500.8,716,0,0.0146904512067156,0,0.10912906610703,0.201469045120672,0.0356768100734523,0.0167890870933893,0.00209863588667366,0,0,0.0650577124868835,0.00629590766002099,0.228751311647429,0.00629590766002099,0.00209863588667366,0,0,0.0167890870933893,0.110178384050367,0,0,0.0356768100734523,0.00629590766002099,0,0.00209863588667366,0.0440713536201469,0.00209863588667366,0.00839454354669465,0,0,0.00209863588667366,0,0.00209863588667366,0,0,0.00419727177334732,0.00839454354669465,0,0.0104931794333683,0,0.00629590766002099,0.00839454354669465,0.00209863588667366,0,0,0,0.00629590766002099,0,0,0,0,0,0,0.00629590766002099,0,0,0,0.00839454354669465,0.00419727177334732,0,0,0,0,0,0,0,0,0,0.00209863588667366,0,0.00629590766002099,0.00419727177334732,0,0,0,0,0,0,0,0,0,0,0,0,0.00419727177334732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509.4,744,0,0.022703818369453,0.00206398348813209,0.0371517027863777,0.189886480908153,0.0123839009287926,0.0515995872033024,0.00206398348813209,0,0,0.08875128998968,0,0.390092879256966,0.0103199174406605,0,0,0,0.0288957688338493,0.0340557275541796,0,0,0.0206398348813209,0.0144478844169247,0,0.00825593395252838,0.0288957688338493,0,0,0.00619195046439629,0,0.00206398348813209,0.00619195046439629,0,0,0.00206398348813209,0.0185758513931889,0,0,0,0,0.00619195046439629,0.00206398348813209,0,0,0,0,0.00619195046439629,0,0,0,0,0,0,0,0,0,0,0,0.00206398348813209,0,0,0,0.00206398348813209,0,0,0,0,0,0,0,0,0,0,0.00206398348813209,0,0,0,0,0.00206398348813209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1517.9,775,0,0.0123456790123457,0,0.0592592592592593,0.25679012345679,0.0222222222222222,0.0469135802469136,0.00246913580246914,0,0.00246913580246914,0.0864197530864197,0.00493827160493827,0.279012345679012,0,0,0,0,0.0160493827160494,0.0679012345679012,0,0,0.0172839506172839,0.00987654320987654,0,0,0.0493827160493827,0.00740740740740741,0,0.00246913580246914,0,0,0,0,0,0,0.0123456790123457,0.00246913580246914,0,0.00493827160493827,0,0.00246913580246914,0.00246913580246914,0.00246913580246914,0,0,0,0.00493827160493827,0,0,0,0,0,0,0,0,0,0,0.00493827160493827,0.0123456790123457,0,0,0,0,0.00246913580246914,0,0,0.00246913580246914,0,0,0,0.00246913580246914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,785,0.00470035252643948,0.00705052878965922,0.00705052878965922,0.0658049353701528,0.253819036427732,0.0164512338425382,0.0352526439482961,0.00235017626321974,0,0.00470035252643948,0.103407755581669,0.00470035252643948,0.230317273795535,0.0117508813160987,0,0,0,0.0493537015276146,0.0622796709753232,0,0,0.0164512338425382,0.00470035252643948,0,0,0.0681551116333725,0.00470035252643948,0.00235017626321974,0.00235017626321974,0,0,0,0,0,0,0.00235017626321974,0,0,0,0,0.00470035252643948,0.00705052878965922,0,0,0,0,0.00705052878965922,0.00235017626321974,0,0,0,0.00235017626321974,0,0,0,0,0,0,0.00470035252643948,0,0,0,0,0.00235017626321974,0,0,0,0,0,0,0,0,0,0.00235017626321974,0,0,0,0,0,0,0,0.00235017626321974,0,0.00470035252643948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,824,0,0.0199750312109863,0,0.0649188514357054,0.222222222222222,0.0324594257178527,0.0249687890137328,0,0,0.00249687890137328,0.0898876404494382,0.00998751560549313,0.292134831460674,0.00249687890137328,0.00249687890137328,0,0,0.00998751560549313,0.0823970037453183,0,0.00249687890137328,0.0299625468164794,0.00249687890137328,0,0,0.0474406991260924,0.00749063670411985,0.00249687890137328,0.00499375780274657,0,0,0,0.00249687890137328,0,0.00249687890137328,0.0124843945068664,0,0,0,0,0.00499375780274657,0,0,0,0,0,0.00749063670411985,0,0,0,0,0,0,0,0,0,0,0,0.00499375780274657,0,0,0,0,0,0,0,0,0,0,0.00499375780274657,0.00124843945068664,0,0,0.00249687890137328,0,0,0,0,0,0,0,0,0,0,0,0.00249687890137328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,863,0,0,0.00604686318972033,0.0770975056689342,0.1859410430839,0.00604686318972033,0.0241874527588813,0.00302343159486017,0.00151171579743008,0.00755857898715042,0.113378684807256,0.00604686318972033,0.328042328042328,0,0,0.00151171579743008,0,0.00604686318972033,0.08994708994709,0,0.00302343159486017,0.0438397581254724,0.00453514739229025,0,0.00151171579743008,0.0483749055177627,0.00604686318972033,0,0.00302343159486017,0,0,0,0,0,0,0.00302343159486017,0.00151171579743008,0,0.00151171579743008,0,0.00604686318972033,0.00755857898715042,0.00302343159486017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00453514739229025,0,0.00151171579743008,0,0,0,0.00151171579743008,0,0.00151171579743008,0,0,0,0,0,0,0.00151171579743008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,901,0,0.0277777777777778,0,0.087962962962963,0.246527777777778,0.0162037037037037,0.0231481481481481,0.00231481481481481,0.00231481481481481,0,0.0729166666666667,0.00231481481481481,0.268518518518519,0.00694444444444444,0,0,0,0.00347222222222222,0.068287037037037,0,0,0.0439814814814815,0.00694444444444444,0,0.00462962962962963,0.0810185185185185,0,0,0,0,0,0,0,0,0,0.00231481481481481,0.00462962962962963,0,0.00231481481481481,0,0.00694444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00925925925925926,0,0,0,0,0,0.00231481481481481,0,0,0,0,0.00231481481481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00231481481481481,0.00231481481481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,940,0,0.00967117988394584,0,0.0725338491295938,0.27852998065764,0.00870406189555126,0.0251450676982592,0.00193423597678917,0,0.00193423597678917,0.110251450676983,0.00290135396518375,0.235976789168279,0.00580270793036751,0,0.00193423597678917,0,0.0294970986460348,0.0638297872340425,0,0.00193423597678917,0.0483558994197292,0.00483558994197292,0,0.000967117988394584,0.0372340425531915,0.00580270793036751,0.00290135396518375,0.000967117988394584,0,0,0,0.000967117988394584,0,0.00193423597678917,0.00386847195357834,0.00386847195357834,0,0.00386847195357834,0,0.00193423597678917,0.00290135396518375,0.000967117988394584,0,0,0,0.00193423597678917,0,0,0,0,0,0,0,0,0,0,0,0.00676982591876209,0,0.0135396518375242,0,0,0.000967117988394584,0,0.000967117988394584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000967117988394584,0,0.00193423597678917,0,0,0.000967117988394584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,979,0.00213447171824973,0.032017075773746,0,0.0683030949839915,0.220917822838847,0.00853788687299893,0.0234791889007471,0.00213447171824973,0,0,0.0811099252934899,0,0.386339381003202,0.00213447171824973,0,0,0,0.0064034151547492,0.0661686232657417,0,0,0.0213447171824973,0.00213447171824973,0,0.0064034151547492,0.0405549626467449,0.00853788687299893,0,0.00213447171824973,0,0,0,0.00213447171824973,0,0.00213447171824973,0.00213447171824973,0,0,0.00426894343649947,0,0,0,0.00213447171824973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213447171824973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213447171824973,0,0,0.00213447171824973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,1045,0,0.0277227722772277,0,0.0475247524752475,0.281188118811881,0.00792079207920792,0.0356435643564356,0.00198019801980198,0,0.00198019801980198,0.108910891089109,0.00792079207920792,0.277227722772277,0,0,0,0,0.00693069306930693,0.0841584158415842,0,0.00396039603960396,0.0217821782178218,0.00594059405940594,0,0.00792079207920792,0.0257425742574257,0.00396039603960396,0.00198019801980198,0,0,0,0,0,0,0.0099009900990099,0.00396039603960396,0,0,0.00198019801980198,0,0,0.00198019801980198,0.00396039603960396,0,0,0,0.00396039603960396,0.00198019801980198,0,0,0,0.00198019801980198,0,0,0,0,0,0,0,0,0.00594059405940594,0,0,0,0,0,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,1147,0.00205128205128205,0.0246153846153846,0.00205128205128205,0.0533333333333333,0.230769230769231,0.0246153846153846,0.0348717948717949,0,0,0,0.0923076923076923,0,0.174358974358974,0.00205128205128205,0,0,0,0.00717948717948718,0.13025641025641,0,0.00205128205128205,0.038974358974359,0.0123076923076923,0,0,0.0758974358974359,0.0082051282051282,0.00205128205128205,0,0,0,0.0041025641025641,0,0,0,0.00205128205128205,0.00205128205128205,0,0.0369230769230769,0,0.0041025641025641,0.00205128205128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205128205128205,0,0,0,0.00205128205128205,0,0,0,0.00205128205128205,0,0.0041025641025641,0,0,0.00205128205128205,0,0.0041025641025641,0,0,0,0,0,0,0,0,0,0,0,0.0102564102564103,0,0.00205128205128205,0,0.00205128205128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,1249,0.00183654729109275,0.00918273645546373,0.0128558310376492,0.0459136822773186,0.144168962350781,0.0174471992653811,0.0257116620752984,0.00183654729109275,0,0.00183654729109275,0.0826446280991736,0.00367309458218549,0.405876951331497,0.00367309458218549,0.00183654729109275,0.00183654729109275,0,0.0128558310376492,0.0679522497704316,0,0,0.0312213039485767,0.00367309458218549,0,0,0.0440771349862259,0.00550964187327824,0.00183654729109275,0.00183654729109275,0,0.00183654729109275,0.00550964187327824,0,0,0.00183654729109275,0.00183654729109275,0.00367309458218549,0,0,0,0.00918273645546373,0.00183654729109275,0.00183654729109275,0,0,0,0.014692378328742,0,0,0,0,0,0,0,0,0,0,0,0.00183654729109275,0,0,0,0,0.00183654729109275,0,0,0,0,0,0,0.0247933884297521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,1350,0.00235294117647059,0.0141176470588235,0,0.131764705882353,0.205882352941176,0.0141176470588235,0.0658823529411765,0.00235294117647059,0,0.00470588235294118,0.124705882352941,0.00235294117647059,0.207058823529412,0.00470588235294118,0,0,0,0.00705882352941176,0.0858823529411765,0.00235294117647059,0,0.0235294117647059,0.00235294117647059,0,0.00705882352941176,0.0517647058823529,0,0.00235294117647059,0.00470588235294118,0,0,0,0.00235294117647059,0,0.00235294117647059,0.00235294117647059,0,0,0,0,0,0.00235294117647059,0.00235294117647059,0,0,0,0.00235294117647059,0,0,0,0.00235294117647059,0,0,0,0,0,0,0,0.00235294117647059,0,0,0,0,0,0,0,0.00235294117647059,0,0,0,0.00470588235294118,0,0,0.00705882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,1452,0,0.018140589569161,0.00680272108843537,0.129251700680272,0.248299319727891,0.0136054421768707,0.0249433106575964,0,0,0.00226757369614512,0.108843537414966,0,0.210884353741497,0.00226757369614512,0.00226757369614512,0,0,0.0147392290249433,0.0498866213151927,0.00226757369614512,0.00453514739229025,0.0272108843537415,0.0090702947845805,0,0,0.0498866213151927,0.0158730158730159,0.00453514739229025,0,0,0,0,0.00226757369614512,0,0.00226757369614512,0.00226757369614512,0,0,0.0113378684807256,0,0.0090702947845805,0.0136054421768707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0090702947845805,0,0,0,0,0,0,0,0,0,0,0,0.00226757369614512,0,0,0,0,0,0,0,0.00226757369614512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,1554,0.002002002002002,0.006006006006006,0.002002002002002,0.038038038038038,0.272272272272272,0.018018018018018,0.018018018018018,0.002002002002002,0,0,0.106106106106106,0,0.308308308308308,0,0,0,0,0,0.131131131131131,0,0.002002002002002,0.008008008008008,0.004004004004004,0,0.002002002002002,0.048048048048048,0.002002002002002,0,0.008008008008008,0,0,0,0.002002002002002,0,0.006006006006006,0,0,0,0.002002002002002,0,0.002002002002002,0.002002002002002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002002002002002,0.006006006006006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,1656,0,0.0213178294573643,0.0116279069767442,0.0406976744186047,0.25484496124031,0.0155038759689922,0.0310077519379845,0.00581395348837209,0,0,0.108527131782946,0.00387596899224806,0.331395348837209,0.00775193798449612,0.00193798449612403,0,0,0,0.0339147286821705,0,0,0.0251937984496124,0.00581395348837209,0,0.00968992248062015,0.0426356589147287,0.00387596899224806,0,0.0116279069767442,0,0.00387596899224806,0,0.00193798449612403,0,0.00193798449612403,0,0.00193798449612403,0,0,0,0,0.00193798449612403,0.00193798449612403,0,0,0,0.00387596899224806,0,0,0,0,0,0,0,0,0,0,0,0.00968992248062015,0,0,0,0,0,0,0,0,0,0,0,0.00193798449612403,0,0,0,0,0,0,0,0,0,0,0.00387596899224806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624.2,1760,0.00242424242424242,0.0242424242424242,0.00242424242424242,0.0751515151515151,0.273939393939394,0.016969696969697,0.0339393939393939,0.00484848484848485,0.00242424242424242,0,0.063030303030303,0.00242424242424242,0.303030303030303,0.00242424242424242,0,0,0,0.00484848484848485,0.0666666666666667,0,0.00242424242424242,0.0339393939393939,0,0,0.00242424242424242,0.0387878787878788,0.0096969696969697,0,0.00484848484848485,0,0,0,0,0,0.00242424242424242,0.0096969696969697,0.00242424242424242,0,0.00727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242424242424242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242424242424242,0,0,0,0,0,0,0.00242424242424242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632.5,1866,0.00214822771213749,0.0322234156820623,0,0.0300751879699248,0.192266380236305,0.0257787325456498,0.0150375939849624,0,0,0.00214822771213749,0.128893662728249,0.00644468313641246,0.407089151450054,0.00429645542427497,0.0107411385606874,0,0,0.00322234156820623,0.046186895810956,0,0.00859291084854995,0.0193340494092374,0.00214822771213749,0,0.00214822771213749,0.0397422126745435,0.00214822771213749,0,0.00214822771213749,0,0,0,0,0,0,0,0,0,0.00214822771213749,0,0.00214822771213749,0.00429645542427497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429645542427497,0,0,0,0,0,0,0,0,0,0.00429645542427497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640.8,1971,0.00224719101123596,0.00898876404494382,0,0.146067415730337,0.231460674157303,0.0112359550561798,0.0471910112359551,0.00449438202247191,0,0,0.0179775280898876,0,0.310112359550562,0.0134831460674157,0,0,0,0.00337078651685393,0.0685393258426966,0,0,0.0314606741573034,0.00674157303370787,0,0.00224719101123596,0.051685393258427,0.00674157303370787,0.00224719101123596,0.00224719101123596,0,0,0.00224719101123596,0,0,0,0.00449438202247191,0.00224719101123596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00674157303370787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00898876404494382,0,0,0,0,0,0,0,0,0.00449438202247191,0,0,0,0,0,0,0,0.00224719101123596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649.2,2078,0.00204081632653061,0.0244897959183673,0.00408163265306122,0.0510204081632653,0.328571428571429,0.0204081632653061,0.0591836734693878,0.00204081632653061,0,0,0.0959183673469388,0.00612244897959184,0.210204081632653,0.0102040816326531,0.00408163265306122,0,0,0.00714285714285714,0.0469387755102041,0,0.00204081632653061,0.0306122448979592,0.00612244897959184,0,0.00816326530612245,0.0459183673469388,0.00204081632653061,0.00612244897959184,0,0,0,0,0,0,0,0.00816326530612245,0.00204081632653061,0,0.00204081632653061,0,0.00204081632653061,0,0,0,0,0,0,0.00204081632653061,0,0,0,0,0,0,0,0,0,0,0.00204081632653061,0,0,0,0,0,0,0,0,0.00204081632653061,0,0,0.00204081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204081632653061,0.00204081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1657.5,2184,0,0.0121580547112462,0.00202634245187437,0.0780141843971631,0.216818642350557,0.0141843971631206,0.0141843971631206,0.00202634245187437,0,0.00202634245187437,0.0911854103343465,0.0060790273556231,0.314083080040527,0.00202634245187437,0,0,0,0.0060790273556231,0.0911854103343465,0,0,0.0466058763931104,0.00405268490374873,0,0,0.0688956433637285,0.00810536980749747,0.00202634245187437,0,0,0,0,0,0,0,0.0060790273556231,0.00202634245187437,0,0,0,0.00202634245187437,0.00202634245187437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202634245187437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202634245187437,0,0,0,0,0,0,0.00202634245187437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665.8,2290,0,0.0225846925972397,0.00250941028858218,0.095357590966123,0.168130489335006,0.00752823086574655,0.027603513174404,0,0,0.00250941028858218,0.100376411543287,0.00501882057716437,0.358845671267252,0.00501882057716437,0.00250941028858218,0,0,0.00878293601003764,0.081555834378921,0,0.00250941028858218,0.0200752823086575,0.00501882057716437,0,0.00250941028858218,0.0589711417816813,0.0100376411543287,0.00250941028858218,0,0,0,0,0,0,0,0,0,0,0.00250941028858218,0,0.00501882057716437,0.00250941028858218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1674.2,2480,0.0043010752688172,0.0236559139784946,0.0021505376344086,0.0602150537634409,0.191397849462366,0.00860215053763441,0.032258064516129,0,0,0.00860215053763441,0.135483870967742,0.0021505376344086,0.329032258064516,0.0021505376344086,0,0,0,0.0043010752688172,0.0752688172043011,0,0,0.0354838709677419,0.0064516129032258,0,0.0064516129032258,0.0344086021505376,0.010752688172043,0,0.0021505376344086,0,0,0.0021505376344086,0.0021505376344086,0,0.0021505376344086,0.0021505376344086,0,0,0.0021505376344086,0,0.0043010752688172,0,0.0064516129032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021505376344086,0,0.0010752688172043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682.5,2674,0,0.0103950103950104,0.00415800415800416,0.0852390852390852,0.222453222453222,0.0124740124740125,0.0311850311850312,0,0,0.00415800415800416,0.103950103950104,0.00207900207900208,0.336798336798337,0.00623700623700624,0,0,0,0.00207900207900208,0.0582120582120582,0,0,0.0228690228690229,0.00207900207900208,0,0.00415800415800416,0.0478170478170478,0.0124740124740125,0,0.00415800415800416,0,0,0,0,0,0.00207900207900208,0.00415800415800416,0.00207900207900208,0,0,0,0.0103950103950104,0,0,0,0,0,0.00207900207900208,0,0,0,0,0,0.00207900207900208,0,0,0,0,0,0.00207900207900208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207900207900208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690.8,2869,0.00260756192959583,0.015645371577575,0,0.127770534550196,0.0964797913950456,0.0104302477183833,0.0677966101694915,0.00521512385919166,0,0.00260756192959583,0.0990873533246415,0,0.346805736636245,0,0,0,0,0.00260756192959583,0.116036505867014,0,0,0.0338983050847458,0,0,0,0.0417209908735332,0.0182529335071708,0,0,0,0,0,0,0,0,0.00260756192959583,0,0,0,0,0,0.00782268578878748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260756192959583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699.2,3065,0.00220994475138122,0.0220994475138122,0.00441988950276243,0.132596685082873,0.206629834254144,0.0353591160220995,0.0464088397790055,0.0110497237569061,0,0,0.0552486187845304,0,0.192265193370166,0.00662983425414365,0.00220994475138122,0,0,0.00883977900552486,0.0806629834254144,0,0.00220994475138122,0.0375690607734807,0,0,0.00883977900552486,0.0839779005524862,0.00883977900552486,0.00883977900552486,0.00441988950276243,0,0,0,0,0,0.00441988950276243,0.0243093922651934,0,0,0,0,0,0.00220994475138122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110497237569061,0,0,0,0,0,0,0,0,0,0,0,0.00220994475138122,0,0,0,0,0,0,0,0,0.00220994475138122,0,0.00220994475138122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707.5,3260,0,0.0196506550218341,0,0.137554585152838,0.176855895196507,0.0152838427947598,0.0436681222707424,0,0,0.00436681222707424,0.0829694323144105,0.0109170305676856,0.299126637554585,0.00655021834061135,0.00218340611353712,0,0,0.00218340611353712,0.100436681222707,0,0.00218340611353712,0.0327510917030568,0,0,0,0.0393013100436681,0.00655021834061135,0,0.00218340611353712,0,0,0,0,0,0,0,0,0,0,0,0.00218340611353712,0.00873362445414847,0,0,0,0,0,0.00218340611353712,0,0,0,0,0,0,0,0,0,0,0.00218340611353712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
