"sample.depths","sample.ages","Abies","Acer.saccharum","Acer.undiff.","Alnus.incana","Alnus.viridis","Amaranthaceae","Ambrosia","Apiaceae","Arceuthobium","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Athyrium","Betula","Botrychium","Brassicaceae","Carya","Caryophyllaceae","Castanea","Celtis","Cornus.canadensis","Cornus.racemosa","Corylus","Cyperaceae","Dalea","Ephedra","Epilobium","Equisetum","Fabaceae.undiff.","Fagus","Filicopsida.undiff.","Filipendula","Fraxinus.nigra","Fraxinus.pennsylvanica","Galium","Huperzia.lucidula","Juglans","Juniperus.Thuja","Larix","Lycopodiaceae.undiff.","Menyanthes.trifoliata","Morus","Myrica","Myriophyllum","Nuphar","Nymphaea","Nyssa","Osmunda","Ostrya.Carpinus","Oxyria.digyna","Picea.glauca","Picea.mariana","Pinus.strobus","Pinus.undiff.","Platanus","Poaceae","Polygonum","Polypodium","Populus","Potamogetonaceae","Pteridium","Quercus","Ranunculus","Rosaceae.undiff.","Rumex","Salix","Saxifraga.oppositifolia","Saxifraga.undiff.","Shepherdia","Sphagnum","Thalictrum","Tilia","Tsuga","Typha","Ulmus","Urtica","Viburnum","Vitis","Woodsia"
1213,8279,1,20,0,2,1,0,0,0,0,0,3,0,0,81,0,1,1,0,0,0,0,0,27,1,0,0,0,0,0,16,4,0,14,4,0,0,1,2,0,0,0,0,5,1,0,0,0,0,44,0,6,0,125,468,4,0,0,1,2,1,1,150,0,0,3,1,0,0,0,0,0,0,15,0,25,0,0,0,0
1215,8329,1,15,0,5,0,5,0,0,0,2,1,0,0,111,0,0,2,0,0,0,0,0,35,1,0,0,0,0,0,9,6,0,22,3,0,0,1,3,1,1,0,0,0,0,0,0,0,0,26,0,3,0,213,330,3,3,0,2,0,0,0,161,0,0,10,1,0,0,0,0,0,2,24,1,34,0,0,0,3
1217,8379,3,15,0,5,0,1,2,0,0,5,3,0,0,124,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,12,9,0,17,1,0,0,0,3,1,0,0,0,9,0,0,0,0,0,56,0,1,0,92,477,3,2,0,0,0,0,0,116,0,1,5,0,0,0,0,0,0,2,16,0,30,0,0,0,0
1219,8429,1,15,1,4,2,2,0,0,0,6,5,0,0,73,0,0,4,0,0,0,0,0,3,1,0,0,0,0,0,14,11,0,24,1,0,0,2,3,2,0,0,0,2,0,0,0,0,0,48,0,6,0,125,528,2,3,0,0,0,0,1,121,0,0,9,2,0,0,0,0,0,0,18,0,19,0,0,0,1
1221,8479,1,9,0,2,1,2,0,0,0,3,3,0,0,133,0,2,1,0,0,0,0,0,10,1,0,0,0,0,0,10,4,0,26,2,0,0,1,3,1,1,0,0,3,3,0,0,0,0,41,0,2,0,86,464,6,5,0,0,0,0,0,137,0,0,10,2,0,0,0,0,0,0,20,0,28,0,0,0,0
1223,8529,2,18,0,4,2,2,0,0,0,5,2,0,0,136,0,2,3,0,0,0,0,0,11,1,0,0,0,0,0,10,3,0,16,0,0,0,4,5,4,0,0,1,3,1,0,1,0,1,44,0,0,0,94,432,7,2,0,0,0,0,1,134,1,0,14,6,0,1,0,0,0,1,12,0,17,0,1,0,0
1225,8579,1,14,2,1,1,0,0,0,0,4,1,0,0,98,0,0,2,1,0,0,0,1,11,2,0,0,0,0,0,13,7,0,8,3,0,0,0,4,2,0,0,0,4,2,0,0,0,0,36,0,6,0,47,576,7,4,0,0,0,2,1,99,0,0,3,2,0,0,1,0,0,2,22,0,28,0,1,0,0
1227,8629,0,28,0,0,2,1,0,0,0,7,6,0,0,139,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,10,9,0,20,0,0,0,0,2,0,0,0,0,4,2,0,0,0,0,41,0,4,0,93,428,4,2,0,0,0,0,3,148,0,0,4,3,0,2,0,0,0,0,14,0,24,0,0,0,0
1229,8680,0,12,0,4,1,1,0,0,0,6,8,0,0,78,1,1,0,0,1,0,0,0,9,0,0,0,0,0,0,6,6,0,21,3,0,0,1,1,3,0,0,0,1,0,0,0,0,0,39,0,1,0,112,545,5,3,0,0,0,0,2,139,0,0,7,5,0,0,0,0,0,1,10,0,19,0,0,0,0
1231,8730,0,4,0,2,2,0,0,0,0,4,8,0,0,84,0,0,2,0,0,0,0,0,5,2,0,0,0,0,0,7,6,0,20,1,0,0,1,3,1,0,0,0,4,2,0,0,1,0,52,0,1,0,45,515,9,4,0,0,0,0,3,203,0,0,4,7,0,0,0,0,0,1,12,1,19,0,0,0,0
1233,8780,0,10,0,1,4,2,0,0,0,8,8,0,0,95,0,0,2,0,0,0,0,0,10,4,0,0,0,0,0,2,5,0,20,1,0,0,0,2,1,0,0,0,2,1,0,0,0,0,22,0,2,0,49,528,3,5,0,0,0,0,3,173,0,0,1,7,0,0,0,0,0,1,15,0,28,0,0,0,0
1235,8830,1,12,0,4,2,2,1,0,0,2,7,0,0,137,0,0,2,0,0,0,0,0,23,2,0,0,0,0,0,3,5,0,20,2,0,0,7,2,0,0,0,0,2,1,0,0,0,0,32,0,2,0,113,403,4,4,0,0,1,0,2,148,1,0,21,2,0,0,0,0,0,1,26,0,20,0,0,1,0
1237,8880,1,7,1,1,2,1,0,0,0,4,5,0,0,134,0,0,2,0,0,0,0,0,17,2,0,0,0,0,0,2,7,0,30,0,0,0,3,7,1,0,0,0,8,0,0,0,0,0,32,0,1,0,50,429,8,2,0,0,2,0,3,191,0,1,6,1,0,0,0,0,0,1,19,0,23,0,1,0,0
1239,8930,1,16,0,3,1,1,0,0,0,7,5,0,0,158,0,1,3,0,1,0,0,1,8,3,0,0,0,0,0,3,2,0,16,3,0,0,2,3,0,0,0,0,10,1,0,0,0,0,41,3,3,0,41,482,4,5,0,0,0,0,1,178,0,0,12,5,0,0,0,0,0,2,14,0,23,0,1,0,0
1241,8980,1,10,1,1,3,1,0,0,0,5,4,0,0,84,0,2,2,0,0,0,0,0,15,1,0,0,0,0,1,4,3,0,30,0,0,0,2,5,0,0,0,0,4,0,0,0,0,0,31,0,3,0,109,499,4,2,0,0,0,0,2,127,1,0,10,3,0,0,0,0,0,1,13,0,21,0,1,0,0
1243,9030,2,11,0,3,2,2,0,0,0,4,11,0,0,83,0,1,5,0,1,0,0,0,12,1,0,0,0,0,0,8,2,0,18,3,0,0,1,2,0,0,0,0,6,0,0,0,0,0,34,0,0,0,35,503,2,3,0,0,0,0,3,161,0,0,16,3,0,0,0,0,0,1,26,0,36,0,0,0,0
1245,9080,2,17,0,5,1,1,0,0,0,0,4,0,0,89,0,0,1,0,1,0,0,0,9,0,0,0,0,0,0,10,4,0,12,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,29,0,2,0,57,556,2,0,0,0,0,0,0,152,0,0,5,0,0,0,0,0,0,1,32,0,26,0,0,0,0
1247,9130,0,8,0,3,0,1,0,0,0,11,13,0,0,138,0,1,2,0,0,0,0,0,9,4,0,0,0,0,0,2,3,0,23,3,0,0,1,4,0,0,0,0,3,3,0,0,0,0,29,0,1,0,35,457,5,3,0,0,0,0,1,209,0,0,8,7,0,0,0,0,0,1,13,1,26,0,0,0,0
1249,9180,2,9,0,4,1,1,0,0,0,6,11,0,0,132,0,2,2,0,0,0,0,0,10,3,0,0,0,0,0,2,2,0,28,0,0,0,2,7,0,0,0,0,1,4,0,0,0,0,31,0,4,0,63,521,7,1,0,0,0,0,2,183,0,0,9,3,0,1,0,0,0,1,21,0,21,0,0,0,0
1255,9330,3,1,1,0,3,0,0,0,0,8,5,0,0,82,0,0,1,0,0,0,0,0,8,10,0,0,0,0,0,4,5,0,21,2,0,0,2,6,2,0,0,0,7,1,0,0,0,0,17,0,4,0,62,422,3,3,0,0,0,0,4,131,0,1,5,6,0,0,0,0,0,0,12,0,13,0,0,0,0
1265,9540,2,9,0,1,1,0,0,0,0,9,9,0,0,100,0,0,2,1,0,0,0,0,16,3,0,0,0,0,0,2,2,0,19,4,0,0,0,2,3,0,0,0,0,1,0,0,0,0,25,0,1,0,51,561,4,0,0,0,0,0,3,150,0,0,7,4,0,0,0,0,0,1,16,0,25,0,0,0,0
1275,9711,2,13,1,3,1,0,0,0,0,16,10,0,0,124,0,2,3,0,0,0,0,0,11,2,0,0,0,0,0,3,13,0,22,1,0,0,3,5,0,0,0,0,2,3,0,2,0,0,21,0,1,0,48,499,9,3,0,0,1,1,2,132,0,0,11,4,0,0,0,0,0,1,20,1,19,0,0,0,1
1285,9882,3,16,0,3,11,2,0,0,0,25,13,0,0,148,0,2,4,0,0,0,0,0,16,1,0,0,0,0,1,1,4,0,26,0,0,0,2,3,0,1,0,0,1,0,0,0,0,0,21,0,7,0,44,518,5,4,0,0,0,1,0,192,0,0,15,8,0,0,0,0,0,0,16,1,24,0,0,0,0
1295,10053,4,12,0,1,7,1,0,0,0,10,11,0,0,157,0,0,2,0,0,0,0,0,12,1,0,0,0,0,1,3,3,0,20,4,0,0,0,4,1,0,0,0,4,1,0,0,0,0,15,0,3,0,38,572,3,3,0,0,0,1,0,115,1,0,3,4,0,0,0,0,0,1,20,3,11,0,0,0,1
1315,10395,5,7,0,6,0,0,0,0,0,17,6,0,0,210,0,0,1,0,0,0,0,0,7,9,0,0,0,0,1,3,4,0,18,1,0,0,1,19,2,0,0,0,7,2,0,0,0,0,18,0,8,0,44,491,2,14,0,0,0,3,9,59,5,1,7,5,0,0,1,0,1,1,10,1,20,0,1,0,0
1325,10566,1,8,1,2,0,1,0,0,0,7,2,0,0,142,0,0,1,0,0,0,0,1,7,16,0,0,0,0,0,0,6,0,6,0,0,0,0,17,5,0,1,0,6,0,0,0,0,1,8,0,15,2,105,518,1,6,0,0,2,0,2,60,0,1,5,3,0,0,0,0,0,0,16,0,27,0,0,1,0
1335,NA,4,3,0,1,0,0,0,0,0,13,2,0,0,212,0,0,7,0,0,0,0,0,21,5,0,0,0,0,0,3,6,0,16,3,0,0,0,26,6,0,1,0,2,0,0,0,0,0,13,0,25,0,11,488,2,8,0,0,0,1,11,91,1,1,3,9,0,0,0,0,0,1,7,0,30,0,2,0,0
1345,NA,6,4,0,0,0,1,0,0,0,18,3,0,0,218,0,0,2,0,0,0,0,0,20,3,0,0,0,0,0,2,8,0,18,0,0,0,1,43,3,1,0,0,10,2,0,0,0,0,21,0,43,0,8,416,1,18,0,0,0,2,9,81,0,0,2,2,0,0,3,0,0,0,7,1,40,0,0,0,0
1355,NA,4,3,0,3,2,2,0,0,2,20,5,0,0,102,1,0,3,0,1,0,0,0,20,12,0,0,0,1,0,4,9,0,7,0,0,0,5,52,10,6,0,0,43,0,0,0,0,0,20,0,122,1,14,307,2,12,0,1,0,7,41,115,1,1,2,11,0,0,2,0,0,0,13,0,18,0,1,0,0
1365,NA,6,9,0,5,2,0,0,0,0,31,5,0,0,47,0,0,3,1,0,0,0,0,25,13,0,0,0,0,0,1,9,0,34,1,0,1,1,55,16,0,0,0,5,0,0,0,0,0,28,0,106,1,6,176,3,9,0,1,0,1,14,120,2,1,5,9,0,0,1,0,0,0,7,0,27,0,1,0,1
1385,NA,2,3,1,3,2,1,0,0,1,5,2,0,0,35,0,0,2,0,0,0,0,0,14,16,0,0,0,0,1,1,3,0,17,4,0,0,1,32,1,3,0,0,1,0,0,0,0,0,4,0,141,0,1,113,0,4,0,0,4,19,2,54,1,0,2,17,0,0,1,0,0,0,2,2,17,0,0,0,0
1415,NA,4,1,0,4,6,4,0,0,0,22,3,0,0,16,0,0,1,1,0,0,0,0,9,49,0,0,2,0,0,0,6,0,1,0,0,0,0,18,0,1,0,0,0,0,0,0,1,0,7,0,29,1,1,85,0,6,0,0,0,0,0,3,0,0,0,21,0,0,1,0,0,0,0,1,3,0,2,0,0
